TT,CT,PA,RA,ECP1,ECP2,ECP3,ECP4,ECP5,FR,DR,GP,SV,LTV,LHV,fine sand-1,silty clay-1,silty clay-2,silty clay-3,AS
9671,7,11.3,0.2,3.492,3.377,5.128,3.747,4.854,2664.497,2731.21,4.546,0,72,32,0,0.64,7.57,5.79,12
9933,7,11.3,0,3.517,3.524,5.088,3.826,4.953,2647.913,2730.577,3.948,9,71,34,0,0.64,7.57,5.79,6
10085,8,11.5,0.2,3.522,3.541,5.622,4.014,4.99,2376.121,2646.521,4.758,13,71,34,0,0.64,7.57,5.79,10
9900,6,11.5,0.2,3.509,3.522,5.477,3.839,4.93,2304.217,2408.402,4.043,14,72,35,0,0.64,7.57,5.79,22
10105,7,11.6,0.2,3.551,3.706,5.575,4.144,5.023,2487.395,2606.011,4.511,11,70,33,0,0.64,7.57,5.79,8
9760,8,11.8,0.5,3.494,3.433,5.551,3.879,4.823,2080,2225,3.67,17,71,35,0,0.64,7.57,5.79,11
10106,5,12,0.4,3.564,3.742,5.465,4.12,5.14,2080,2225,4.2,11,69,33,0,0.64,7.57,5.79,4
9880,6,11.8,0.4,3.541,3.56,5.435,4.071,5.012,2384.476,2473.217,4.793,11,69,33,0,0.64,7.57,5.79,10
9814,7,11.8,0.5,3.548,3.602,5.847,4.036,5.095,2481.319,2466.634,3.451,18,70,34,0,0.64,7.57,5.79,9
9550,7,11.8,0.5,3.5,3.355,5.45,3.856,4.892,2080,2225,5.274,16,70,33,0,0.64,7.57,5.79,13
9651,7,11.6,0.5,3.512,3.429,5.408,3.929,4.925,2080,2225,4.593,14,70,33,0,0.64,7.57,5.79,12
9710,8,11.5,0.5,3.543,3.521,5.509,3.945,5.11,2080,2225,4.965,16,70,33,0,0.64,7.57,5.79,12
9594,8,11.5,0.5,3.565,3.566,5.591,3.943,5.036,2080,2225,5.269,14,71,33,0,0.64,7.57,5.79,13
9560,8,11.5,0.5,3.555,3.509,5.148,3.88,4.937,2080,2225,4.293,9,71,33,0,0.64,7.57,5.79,9
9134,4,10.8,0.7,3.498,3.297,4.587,3.779,4.834,2584.997,3500,4.121,14,70,34,0,0.64,7.57,5.79,11
9151,8,10.9,0.9,3.475,3.291,5.301,3.785,4.838,2529.297,2893.88,5.848,10,70,34,0,0.64,7.57,5.79,11
8215,3,10.8,0.9,3.52,3.284,5.01,3.753,4.902,2573.857,2429.037,4.955,10,70,34,0,0.64,7.57,5.79,1
8982,6,10.8,0.9,3.539,3.341,4.994,3.796,4.935,2565.882,3114.023,6.802,7,71,33,0,0.64,7.57,5.79,12
9133,7,10.9,1.1,3.521,3.329,4.923,3.799,4.903,2669.94,2982.748,5.031,3,71,33,0,0.64,7.57,5.79,11
9285,7,10.9,1.1,3.55,3.384,4.881,3.874,4.934,2578.794,2847.674,4.841,32,71,42,0,0.64,7.57,5.79,12
9539,7,10.9,1.1,3.545,3.467,5.191,3.925,5.026,2604.365,2731.59,4.679,42,71,45,0,0.64,7.57,5.79,11
9341,8,10.9,1.1,3.482,3.303,5.329,3.757,4.856,2600.695,2857.675,4.763,65,71,51,0,0.64,7.57,5.79,10
9678,7,11.1,1.1,3.516,3.481,5.74,3.991,4.987,2670.699,3046.423,5.3,76,71,54,0,0.64,7.57,5.79,8
9489,7,10.9,1.1,3.533,3.404,5.349,3.886,4.941,2561.578,3202.763,4.534,87,71,58,0,0.64,7.57,5.79,9
9620,7,10.9,1.1,3.572,3.587,5.612,4.074,5.038,2619.05,2897.172,5.06,16,71,37,0,0.64,7.57,5.79,9
9460,7,10.9,1.2,3.512,3.346,5.336,3.798,4.879,2631.203,2827.293,4.169,13,71,35,0,0.64,7.57,5.79,11
9664,6,10.9,1.1,3.523,3.357,5.348,3.798,4.902,2749.313,2587.149,2.755,13,71,35,0,0.64,7.57,5.79,10
9620,6,11.3,1.2,3.528,3.336,5.753,3.795,4.857,2080,2225,5.14,13,71,34,0,0.64,7.57,5.79,11
9682,7,11.3,1.4,3.538,3.413,5.495,3.887,4.867,2080,2225,5.14,9,69,33,0,0.64,7.57,5.79,10
9462,7,11.1,1.2,3.533,3.36,5.326,3.787,4.871,2080,2225,4.876,6,69,32,0,0.64,7.57,5.79,11
9754,7,10.8,1.6,3.566,3.521,5.692,4.017,5.023,2080,2225,5.065,10,67,36,0,0.64,7.57,5.79,9
9242,7,10.6,1.6,3.521,3.33,5.381,3.811,4.876,2080,2225,4.964,2,63,37,0,0.64,7.57,5.79,13
9411,7,10.2,1.2,3.457,3.244,4.996,3.694,4.818,2608.163,2742.35,6.068,15,63,40,0,0.64,7.57,5.79,12
9771,8,10.1,1.2,3.571,3.403,5.014,4,5.016,2522.841,2639.938,5.597,8,63,39,0,0.64,7.57,5.79,9
9253,8,10.1,1.2,3.436,3.247,5.436,3.718,4.832,2594.365,3031.232,6.322,27,63,44,0,0.64,7.57,5.79,12
9125,7,9.9,1.1,3.418,3.173,5.431,3.64,4.868,2574.87,2719.564,5.462,5,60,40,0,0.64,7.57,5.79,13
9674,7,10.1,1.1,3.594,3.466,5.429,3.942,5.058,2494.358,2636.646,5.532,7,59,39,0,0.64,7.57,5.79,11
9921,7,10.1,1.1,3.624,3.62,5.544,4.099,5.113,2639.685,2980.216,6.227,6,59,40,0,0.64,7.57,5.79,11
10199,7,9.9,0.9,3.768,3.866,5.59,4.351,5.363,2574.364,2801.721,6.24,5,58,39,0,0.64,7.57,5.79,10
10076,8,10.1,0.9,3.655,3.667,5.545,4.142,5.221,2626.139,2953.758,5.376,6,58,40,0,0.64,7.57,5.79,10
9729,8,10.2,0.9,3.614,3.464,5.475,3.973,5.08,2591.959,2348.018,5.295,1,57,39,0,0.64,7.57,5.79,11
9892,7,10.2,0.7,3.661,3.668,5.559,4.15,5.148,2568.667,2440.303,5.906,7,54,39,0,0.64,7.57,5.79,9
9715,8,10.4,0.5,3.576,3.398,5.565,3.897,4.955,2640.951,1977.485,5.96,3,52,38,0,0.64,7.57,5.79,11
9731,8,10.4,0.5,3.558,3.417,5.574,3.849,4.968,2502.586,2655.002,5.381,8,49,38,0,0.64,7.57,5.79,13
9882,8,10.6,0.5,3.612,3.529,5.584,3.975,5.037,2411.061,2460.304,5.938,8,48,38,0,0.64,7.57,5.79,12
9700,8,11.1,1.1,3.506,3.388,5.469,3.772,4.945,2080,2225,6.283,10,45,38,0,0.64,7.57,5.79,11
10125,7,10.9,1.2,3.643,3.651,5.725,4.083,5.049,2080,2225,5.507,8,44,39,0,0.64,7.57,5.79,13
10455,8,11.3,1.2,3.656,3.669,6.115,4.164,5.212,2080,2225,4.488,17,41,40,0,0.64,7.57,5.79,14
9599,9,10.4,1.1,3.512,3.296,5.18,3.758,4.826,2527.904,2848.181,5.918,9,40,38,0,0.64,7.57,5.79,16
10867,9,10.6,1.1,3.783,4.012,5.279,4.475,5.363,2415.365,2448.405,6.815,2,39,38,0,0.64,7.57,5.79,13
9798,8,10.6,1.1,3.559,3.381,5.149,3.831,4.834,2532.335,2713.74,8.81,14,37,40,0,0.64,7.57,5.79,15
9923,8,10.4,0.9,3.576,3.546,5.216,4.012,5.022,2527.271,3101.743,6.925,10,35,40,0,0.64,7.57,5.79,15
9737,8,10.4,0.9,3.613,3.397,5.212,3.942,4.887,2591.707,2522.081,6.703,10,34,40,0,0.64,7.57,5.79,14
9898,9,10.4,0.9,3.576,3.394,5.143,3.906,4.865,2575.25,2670.067,5.084,9,34,40,0,0.64,7.57,5.79,15
10056,7,10.4,0.9,3.749,3.798,5.341,4.187,5.268,2469.799,2567.401,7.185,-1,31,37,0,0.64,7.57,5.79,12
9986,8,10.2,0.7,3.668,3.653,5.225,4.087,5.101,2393.844,2558.919,6.5,5,33,39,0,0.64,7.57,5.79,14
9420,7,10.2,0.7,3.647,3.569,5.145,3.938,5.003,2597.277,2703.234,6.861,10,31,42,0,0.64,7.57,5.79,13
9304,8,10.2,0.5,3.547,3.329,5.029,3.772,4.82,2501.826,2339.79,5.474,8,28,42,0,0.64,7.57,5.79,14
9646,8,10.8,0.4,3.542,3.363,5.007,3.804,4.846,2544.488,2632.975,5.698,19,27,44,0,0.64,7.57,5.79,14
10000,8,11.1,0.5,3.625,3.548,5.239,3.972,5.098,2491.446,2634.241,4.755,18,27,42,0,0.64,7.57,5.79,12
10086,9,11.1,0.4,3.62,3.545,5.197,3.995,5.043,2941.352,2769.188,5.643,15,26,41,0,0.64,7.57,5.79,14
10280,9,11.1,0.2,3.623,3.564,5.081,4.017,5.056,2391.439,2452.456,5.5,29,26,45,0,0.64,7.57,5.79,13
9636,9,10.4,0.2,3.498,3.331,5.29,3.805,4.761,2532.335,2848.054,6.775,22,24,43,0,0.64,7.57,5.79,13
9752,9,10.4,0.4,3.474,3.277,5.114,3.811,4.811,2542.209,2870.334,6.835,10,21,43,0,0.64,7.57,5.79,13
9570,7,10.6,0.4,3.543,3.405,5.564,3.865,4.891,2586.769,2329.029,6.199,17,21,44,0,0.64,7.57,5.79,13
9326,7,10.4,0.5,3.421,3.223,5.169,3.726,4.702,2476.761,3407.968,6.094,22,21,45,0,0.64,7.57,5.79,12
9718,7,10.6,0.5,3.562,3.434,5.177,3.923,4.846,2504.232,2797.671,5.131,12,21,43,0,0.64,7.57,5.79,13
10122,9,10.8,0.7,3.639,3.616,5.635,4.015,5.061,2368.146,2307.382,5.419,5,20,41,0,0.64,7.57,5.79,13
10327,8,10.8,0.7,3.608,3.644,5.755,4.101,5.03,2080,2225,6.06,14,21,41,0,0.64,7.57,5.79,13
10196,9,10.8,0.5,3.591,3.583,5.598,4.097,5.03,2080,2225,5.358,12,21,41,0,0.64,7.57,5.79,13
9785,9,10.8,0.7,3.557,3.338,5.289,3.779,4.801,2080,2225,5.584,7,21,41,0,0.64,7.57,5.79,15
9803,9,10.6,0.9,3.573,3.387,5.409,3.81,4.812,2080,2225,5.78,13,22,41,0,0.64,7.57,5.79,14
10157,9,10.8,0.7,3.57,3.539,5.483,3.991,4.915,2080,2225,6.5,15,22,43,0,0.64,7.57,5.79,11
10021,10,10.9,0.9,3.611,3.568,5.438,4.017,4.817,2080,2225,6.621,14,22,44,0,0.64,7.57,5.79,12
9731,8,10.8,1.1,3.638,3.59,5.778,4.079,4.652,2647.407,2625.76,5.98,9,22,44,0,0.64,7.57,5.79,5
10018,8,10.9,0.9,3.532,3.339,5.464,3.787,4.831,2376.375,2411.947,5.338,21,23,45,0,0.64,7.57,5.79,9
9806,8,10.8,1.1,3.592,3.454,5.356,3.901,4.886,2691.46,2776.277,6.3,-8,15,0,0,0.64,7.57,5.79,13
9703,7,10.8,1.1,3.604,3.484,5.428,3.944,4.896,2965.531,2789.696,4.628,24,22,46,0,0.64,7.57,5.79,9
9717,8,10.6,1.1,3.556,3.334,5.634,3.774,4.767,2506.131,2483.091,3.998,46,22,52,0,0.64,7.57,5.79,12
9693,8,10.8,1.1,3.527,3.336,5.333,3.794,4.78,2464.862,2816.659,5.481,56,22,55,0,0.64,7.57,5.79,13
9155,8,10.1,0.9,3.49,3.272,5.556,3.732,4.793,2559.299,2539.804,6.608,16,21,47,0,0.64,7.57,5.79,13
9112,8,10.1,0.7,3.454,3.25,5.406,3.707,4.82,2262.569,2193.956,6.699,11,22,45,0,0.64,7.57,5.79,11
9370,7,10.4,0.5,3.549,3.357,5.369,3.832,4.908,2244.086,1873.173,5.869,6,22,43,0,0.64,7.57,5.79,8
9490,8,10.2,0.5,3.593,3.427,5.293,3.903,4.929,2382.831,2351.056,7.274,30,23,50,0,0.64,7.57,5.79,12
9767,7,10.1,0.5,3.676,3.528,5.299,4.022,5.059,2499.421,2474.103,7.02,16,23,48,0,0.64,7.57,5.79,11
9634,8,10.2,0.5,3.585,3.339,5.292,3.838,4.884,2728.932,2693.739,5.108,17,23,49,0,0.64,7.57,5.79,11
9949,8,10.1,0.5,3.653,3.474,5.31,3.941,5.033,2407.769,2447.392,5.4,16,23,49,0,0.64,7.57,5.79,11
10287,6,9.9,0.5,3.817,4.066,5.456,4.527,5.383,2519.929,2502.459,5.522,14,24,50,0,0.64,7.57,5.79,4
9555,8,9.9,0.4,3.494,3.264,5.2,3.723,4.789,2512.587,2619.303,5.073,14,24,50,0,0.64,7.57,5.79,10
9559,8,9.9,0.4,3.549,3.293,5.077,3.76,4.856,2752.984,2801.975,5.45,10,25,48,0,0.64,7.57,5.79,10
9720,8,9.9,0.2,3.619,3.375,5.282,3.838,4.881,2496.763,2429.416,6.411,12,25,49,0,0.64,7.57,5.79,11
9613,7,9.5,0,3.563,3.321,5.23,3.768,4.853,2732.476,2681.966,5.311,12,26,49,0,0.64,7.57,5.79,10
9480,5,9.3,0.2,3.641,3.404,5.226,3.881,4.927,2622.975,2746.781,5.141,12,24,50,0,0.64,7.57,5.79,6
9951,7,9,0,3.619,3.573,5.336,3.945,4.882,2496.003,3348.47,5.918,11,26,49,0,0.64,7.57,5.79,9
9529,8,8.6,-0.2,3.578,3.328,5.29,3.791,4.878,2511.701,2658.041,7.058,-2,26,50,0,0.64,7.57,5.79,10
9689,9,8.8,-0.4,3.499,3.211,5.267,3.713,4.843,2763.998,3080.729,6.835,0,28,51,0,0.64,7.57,5.79,12
10082,8,8.8,-0.4,3.584,3.45,5.37,3.939,5.007,2486.002,2346.879,7.283,12,27,51,0,0.64,7.57,5.79,12
10087,10,9.2,-0.4,3.553,3.305,5.339,3.763,4.901,2404.731,2986.039,6.679,7,29,50,0,0.64,7.57,5.79,16
10550,10,9.2,-0.5,3.72,3.712,5.414,4.184,5.183,2634.874,2531.955,7.486,8,29,51,0,0.64,7.57,5.79,11
9548,7,8.6,-0.5,3.554,3.26,5.145,3.707,4.741,2671.079,3002.242,9.535,9,31,51,0,0.64,7.57,5.79,14
9055,7,8.6,-0.4,3.446,3.117,4.753,3.577,4.613,2675.763,2812.735,8.374,6,33,50,0,0.64,7.57,5.79,11
9734,7,8.8,-0.4,3.555,3.311,4.781,3.767,4.76,2676.396,2856.789,6.127,3,32,49,0,0.64,7.57,5.79,13
9600,7,8.8,-0.5,3.553,3.271,4.548,3.733,4.715,2662.344,2940.086,5.418,3,31,48,0,0.64,7.57,5.79,13
9676,7,8.8,-0.4,3.633,3.452,4.597,3.874,4.818,2603.479,2774.251,5.657,-3,30,46,0,0.64,7.57,5.79,11
9976,6,9,-0.4,3.68,3.621,5.03,4.001,4.925,2585.25,2462.71,6.312,10,31,50,0,0.64,7.57,5.79,12
10236,9,9.2,-0.4,3.693,3.54,5.123,3.976,4.98,2611.455,2694.878,6.949,4,33,46,0,0.64,7.57,5.79,15
10340,9,9.2,-0.4,3.675,3.595,5.654,4.08,4.975,2521.068,2840.965,5.829,2,31,47,0,0.64,7.57,5.79,15
9983,10,9.2,-0.4,3.604,3.363,5.518,3.891,4.856,2593.732,2580.693,5.98,0,32,45,0,0.64,7.57,5.79,13
9829,10,9.5,-0.4,3.546,3.263,4.987,3.808,4.826,2080,2225,6.489,-1,32,45,0,0.64,7.57,5.79,12
9880,7,9.5,-0.4,3.655,3.539,4.975,4.026,4.952,2080,2225,7.382,23,34,50,0,0.64,7.57,5.79,5
10628,10,9.7,-0.4,3.723,3.783,5.102,4.263,5.119,2609.556,2861.599,5.305,7,34,45,0,0.64,7.57,5.79,14
10178,10,9.9,-0.4,3.677,3.469,5.502,4.009,5,2586.136,2158.764,6.277,7,35,44,0,0.64,7.57,5.79,15
10100,9,9.9,-0.4,3.721,3.648,5.476,4.135,4.864,2805.139,2950.34,7.365,6,35,43,0,0.64,7.57,5.79,14
9154,2,8.5,-0.4,3.592,3.508,4.544,3.965,4.854,2440.05,2645.001,4.664,19,34,47,0,0.64,7.57,5.79,14
9530,6,9,-0.4,3.618,3.531,5.008,3.909,4.903,2426.505,2539.171,7.501,2,38,46,0,0.64,7.57,5.79,13
9465,6,8.8,-0.2,3.592,3.448,4.916,3.924,4.847,2425.998,2324.978,7.75,-1,39,46,0,0.64,7.57,5.79,13
9296,7,8.8,-0.2,3.472,3.286,4.81,3.723,4.763,2411.44,2869.322,7.801,1,42,46,0,0.64,7.57,5.79,15
94932,8,8.6,-0.2,3.563,3.388,4.837,3.897,4.755,2426.125,2897.678,8.475,-8,43,45,0,0.64,7.57,5.79,14
94103,7,8.5,-0.2,3.496,3.348,5.02,3.684,4.75,2463.976,2671.459,5.402,0,43,47,0,0.64,7.57,5.79,6
97497,6,8.3,-0.2,3.577,3.5,5.194,3.93,4.898,2587.529,2348.524,6.356,-2,44,46,0,0.64,7.57,5.79,14
95903,8,8.3,-0.2,3.571,3.399,4.693,3.894,4.852,2080,2225,6.798,9,44,50,0,0.64,7.57,5.79,12
97361,7,7.9,-0.2,3.574,3.551,4.708,4.021,4.95,2080,2225,7.029,-6,47,45,0,0.64,7.57,5.79,11
95757,6,8.3,0,3.512,3.316,4.571,3.772,4.784,2080,2225,5.973,-13,47,42,0,0.64,7.57,5.79,15
97647,8,8.1,-0.2,3.508,3.364,4.939,3.764,4.763,2080,2225,6.203,-7,48,44,0,0.64,7.57,5.79,15
100958,8,7.9,0,3.662,3.628,4.911,4.129,4.928,2080,2225,6.634,-10,49,44,0,0.64,7.57,5.79,10
98474,6,7.8,0,3.614,3.455,4.799,3.93,4.925,2080,2225,7.324,-11,49,44,0,0.64,7.57,5.79,12
101157,7,7.8,0,3.635,3.572,4.841,4.069,4.992,2080,2225,7.407,-11,51,43,0,0.64,7.57,5.79,10
99990,8,7.9,0.2,3.619,3.499,4.746,4.016,5.029,2693.866,2694.246,7.419,-13,52,42,0,0.64,7.57,5.79,14
98287,7,7.8,0,3.518,3.393,4.812,3.797,4.803,2610.062,2570.819,6.146,-16,53,43,0,0.64,7.57,5.79,11
100467,8,7.9,0,3.595,3.378,4.68,3.837,4.856,2415.365,2454.735,6.709,-15,53,41,0,0.64,7.57,5.79,14
96813,5,7.6,0.2,3.658,3.576,4.661,4.075,4.986,2478.534,2678.675,5.124,-18,52,40,0,0.64,7.57,5.79,13
95093,7,7.8,0.2,3.541,3.287,4.715,3.744,4.812,2470.432,2542.716,8.681,8,54,47,0,0.64,7.57,5.79,14
94924,7,7.8,0.2,3.444,3.303,4.674,3.691,4.791,2461.191,2722.602,8.76,-12,55,42,0,0.64,7.57,5.79,15
96733,8,7.9,0.4,3.561,3.475,4.653,3.919,4.921,2423.34,2488.914,8.523,-15,56,41,0,0.64,7.57,5.79,14
97528,7,7.8,0.4,3.622,3.601,4.85,4.035,4.984,2562.464,2662.851,8.568,6,56,47,0,0.64,7.57,5.79,13
96384,8,7.4,0.5,3.559,3.424,4.995,3.873,4.876,2429.163,2482.205,8.254,-14,58,44,0,0.64,7.57,5.79,15
92537,4,7.4,0.5,3.571,3.422,4.88,3.891,4.925,2460.684,2708.677,7.092,-16,59,44,0,0.64,7.57,5.79,12
95310,8,7.6,0.5,3.53,3.313,4.814,3.808,4.924,2471.191,2173.828,8.074,-18,59,42,0,0.64,7.57,5.79,14
94936,8,7.6,0.5,3.527,3.365,4.878,3.87,4.892,2474.863,2698.17,7.83,5,60,48,0,0.64,7.57,5.79,15
95285,7,7.8,0.5,3.623,3.492,4.952,3.958,4.978,2458.785,2620.949,8.481,-12,61,43,0,0.64,7.57,5.79,8
98502,7,7.8,0.7,3.682,3.776,4.982,4.203,5.059,2550.944,2577.908,8.181,20,62,53,0,0.64,7.57,5.79,12
97011,7,7.8,0.7,3.607,3.506,4.864,3.981,5.013,2724.881,2746.908,9.137,-11,65,45,0,0.64,7.57,5.79,11
95816,7,7.4,0.9,3.588,3.461,4.947,3.952,4.99,2716.779,2663.357,5.97,-13,66,47,0,0.64,7.57,5.79,7
96616,8,7.6,0.9,3.56,3.387,4.861,3.874,4.852,2673.865,2735.768,7.324,-12,67,44,0,0.64,7.57,5.79,13
97648,9,7.4,1.1,3.547,3.35,5.584,3.855,4.897,2754.63,2705.765,6.812,-15,68,42,0,0.64,7.57,5.79,10
96970,9,7.4,1.1,3.548,3.345,4.99,3.818,4.916,2454.735,2576.642,7.283,-14,67,44,0,0.64,7.57,5.79,15
79775,2,6.7,1.2,3.418,3.227,4.977,3.692,4.749,2481.952,2647.407,4.5,-8,68,45,0,0.64,7.57,5.79,3
100032,8,7.1,0.7,3.615,3.531,4.994,3.989,4.932,2080,2225,6.672,-23,68,39,0,0.64,7.57,5.79,8
97227,8,7.2,0.5,3.473,3.298,4.923,3.78,4.816,2080,2225,6.643,-26,68,37,0,0.64,7.57,5.79,14
101434,7,7.4,0.5,3.622,3.535,4.898,4.019,5.008,2080,2225,6.406,-24,68,37,0,0.64,7.57,5.79,12
97402,6,7.6,0.5,3.508,3.336,4.928,3.826,4.879,2080,2225,6.221,-11,69,41,0,0.64,7.57,5.79,14
98670,8,7.6,0.4,3.579,3.4,4.91,3.896,4.946,2080,2225,6.987,6,69,46,0,0.64,7.57,5.79,14
99022,7,7.8,0.4,3.574,3.387,5.048,3.928,4.949,2080,2225,7.247,-21,69,37,0,0.64,7.57,5.79,11
102347,8,7.6,0.2,3.643,3.607,5.176,4.111,5.072,2080,2225,7.725,-15,71,38,0,0.64,7.57,5.79,13
99678,9,7.9,0.4,3.572,3.476,5.025,3.89,5.008,2080,2225,7.501,5,71,43,0,0.64,7.57,5.79,13
99936,8,8.1,0.2,3.591,3.41,5.101,3.873,4.872,2080,2225,7.974,-7,70,40,0,0.64,7.57,5.79,14
97145,5,8.1,0.2,3.604,3.529,5.033,3.995,4.952,2080,2225,6.708,4,70,43,0,0.64,7.57,5.79,10
100744,11,8.1,0,3.515,3.317,5.094,3.804,4.891,2080,2225,7.552,-8,72,39,0,0.64,7.57,5.79,16
97265,5,8.1,0,3.555,3.395,5.133,3.844,4.888,2440.05,2521.195,6.868,3,72,42,0,0.64,7.57,5.79,8
100260,9,7.6,-0.2,3.577,3.513,5.029,3.904,4.967,2846.535,2117.368,9.042,-29,72,34,0,0.64,7.57,5.79,12
98077,8,7.8,-0.4,3.589,3.408,4.971,3.856,4.903,2748.806,2866.41,6.627,-8,15,0,0,0.64,7.57,5.79,15
102766,9,8.1,-0.5,3.611,3.582,5.235,4.013,5.031,2708.803,2829.065,7.17,-8,15,0,0,0.64,7.57,5.79,13
100360,7,8.6,-0.4,3.651,3.434,4.923,3.894,4.888,2736.147,2824.128,5.953,-8,15,0,0,0.64,7.57,5.79,10
96867,6,8.8,-0.5,3.624,3.417,4.855,3.915,4.893,2685.637,2683.485,8.634,-21,63,34,0,0.64,7.57,5.79,5
100881,8,8.8,-0.4,3.527,3.315,4.892,3.796,4.876,2353.588,2377.26,7.869,-15,61,33,0,0.64,7.57,5.79,10
103198,8,9.3,-0.4,3.556,3.338,4.897,3.84,4.745,2404.604,2424.986,6.194,-11,60,31,0,0.64,7.57,5.79,11
104739,7,9.5,-0.4,3.549,3.503,4.818,3.961,4.916,2542.842,2545.754,6.913,-11,60,31,0,0.64,7.57,5.79,12
104505,8,9.3,-0.4,3.606,3.388,5.05,3.883,4.843,2449.544,2630.697,6.968,-9,58,32,0,0.64,7.57,5.79,11
107905,8,9.2,-0.4,3.679,3.636,5.019,4.112,5.03,2471.318,2354.601,7.142,-9,58,33,0,0.64,7.57,5.79,9
113495,10,9.5,-0.4,3.714,3.924,5.787,4.487,5.169,2539.551,3487.341,6.52,-16,59,32,0,0.64,7.57,5.79,13
106923,5,9.3,-0.4,3.682,3.627,5.875,4.102,5.067,2484.737,2599.175,5.517,-10,58,33,0,0.64,7.57,5.79,13
109183,7,9.3,-0.2,3.695,3.69,5.985,4.378,5.122,2492.838,2912.489,5.924,-11,57,32,0,0.64,7.57,5.79,4
105985,5,9.3,-0.4,3.665,3.54,5.344,4.02,4.985,2476.002,2837.927,6.826,-2,57,34,0,0.64,7.57,5.79,5
106718,8,10.4,-0.4,3.603,3.461,4.901,3.838,4.801,2432.581,2208.514,7.999,-6,56,32,0,0.64,7.57,5.79,19
97963,5,10.1,-0.2,3.528,3.308,5.255,3.741,4.784,2414.732,2673.991,7.781,-11,53,30,0,0.64,7.57,5.79,8
101710,6,9.9,-0.2,3.499,3.263,4.913,3.719,4.694,2478.027,2755.769,5.671,-1,52,32,0,0.64,7.57,5.79,11
102450,6,9.9,-0.2,3.579,3.356,5.002,3.782,4.752,2435.366,2848.307,5.603,-2,53,32,0,0.64,7.57,5.79,9
104698,6,9.9,-0.2,3.526,3.337,4.713,3.796,4.787,2430.429,2799.949,3.352,-2,51,31,0,0.64,7.57,5.79,9
105010,6,9.9,-0.2,3.605,3.399,4.636,3.844,4.792,2364.601,3181.243,5.336,-7,50,30,0,0.64,7.57,5.79,10
101989,5,9.7,-0.2,3.602,3.398,4.629,3.798,4.787,2332.194,2379.413,5.482,-3,50,31,0,0.64,7.57,5.79,10
101516,6,10.1,-0.2,3.482,3.292,4.537,3.779,4.753,2245.605,2214.211,5.778,-4,49,30,0,0.64,7.57,5.79,10
101768,6,9.9,-0.2,3.498,3.27,4.499,3.775,4.779,2546.766,2629.177,5.679,-6,47,31,0,0.64,7.57,5.79,10
102143,6,10.1,-0.2,3.513,3.29,4.38,3.737,4.764,2448.911,2758.554,4.863,-6,47,31,0,0.64,7.57,5.79,10
103543,5,10.1,0,3.625,3.502,4.518,3.958,4.872,2375.235,2530.563,5.846,-6,50,30,0,0.64,7.57,5.79,8
104972,5,10.1,0,3.585,3.503,4.469,3.896,4.826,2731.337,2647.027,3.901,1,48,32,0,0.64,7.57,5.79,8
101592,6,9.9,0,3.549,3.411,4.409,3.869,4.861,2511.321,2674.244,6.34,-14,46,29,0,0.64,7.57,5.79,10
99827,5,9.9,0,3.491,3.328,4.748,3.772,4.768,2571.832,2152.814,6.132,-10,46,30,0,0.64,7.57,5.79,9
103604,5,10.1,0,3.617,3.518,4.817,3.951,4.897,2080,2225,5.756,-2,46,32,0,0.64,7.57,5.79,8
100888,5,9.9,0.2,3.511,3.327,4.619,3.767,4.752,2080,2225,5.737,-2,46,32,0,0.64,7.57,5.79,9
101951,6,9.9,0,3.566,3.413,4.675,3.835,4.793,2080,2225,5.141,-6,46,31,0,0.64,7.57,5.79,11
100187,6,9.9,0.2,3.47,3.299,4.645,3.838,4.772,2080,2225,5.928,-2,46,31,0,0.64,7.57,5.79,10
99699,6,9.9,0.2,3.548,3.344,4.635,3.79,4.779,2080,2225,5.396,-9,44,28,0,0.64,7.57,5.79,12
100741,6,9.9,0.2,3.627,3.615,5.436,4.032,4.918,2080,2225,6.296,-9,44,29,0,0.64,7.57,5.79,10
97557,6,9.9,0.4,3.499,3.337,4.927,3.758,4.767,2080,2225,6.046,-9,45,28,0,0.64,7.57,5.79,11
98228,7,10.2,0.4,3.495,3.313,4.751,3.741,4.783,2080,2225,4.965,-5,45,29,0,0.64,7.57,5.79,18
95808,8,10.2,0.5,3.437,3.247,4.676,3.691,4.693,2080,2225,5.946,0,43,31,0,0.64,7.57,5.79,21
99534,8,10.2,0.5,3.584,3.461,4.68,3.881,4.879,2080,2225,5.733,-2,43,30,0,0.64,7.57,5.79,20
102213,9,10.4,0.5,3.577,3.449,4.794,3.945,4.89,2080,2225,5.961,0,43,30,0,0.64,7.57,5.79,18
104315,10,10.4,0.7,3.645,3.521,5.188,4.07,4.918,2080,2225,5.722,0,41,30,0,0.64,7.57,5.79,17
105689,8,10.6,1.1,3.723,3.864,5.633,4.353,5.093,2080,2225,4.892,3,40,31,0,0.64,7.57,5.79,13
88606,2,9.9,0.9,3.475,3.367,5.079,3.807,4.814,2080,2225,4.589,-8,40,29,0,0.64,7.57,5.79,2
98316,9,10.1,0.7,3.519,3.368,5.031,3.789,4.889,2080,2225,6.35,-2,39,30,0,0.64,7.57,5.79,18
98481,9,10.2,0.7,3.475,3.293,4.878,3.755,4.799,2080,2225,5.488,-2,38,30,0,0.64,7.57,5.79,20
